bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
3,3.0,1967,5090,1.0,0,2,2,7,1904,63,1915,0,98195,47.2016,-121.7623,1840,4585,575000
4,4.0,2101,10558,2.0,0,3,4,8,1619,482,1913,0,98166,47.7565,-121.4094,2128,9643,754000
2,3.0,1486,3336,2.0,0,4,2,6,1066,420,1963,0,98099,47.3198,-122.0689,1664,2795,541000
2,2.0,1792,4737,2.0,1,0,3,8,1534,258,2019,0,98072,47.6568,-121.6594,2002,5559,823000
4,4.0,2214,4850,2.0,0,2,2,8,1697,517,1940,0,98172,47.465,-122.433,2389,3803,733000
3,3.0,1793,8490,2.5,0,0,2,9,1502,291,2001,2019,98123,47.1638,-121.5532,2070,7307,517000
4,5.0,1644,7884,3.0,0,0,3,9,1263,381,1967,0,98091,47.5078,-121.5042,1446,6916,713000
3,4.0,911,4121,2.5,0,0,3,10,602,309,1958,0,98036,47.7385,-122.0186,793,3812,594000
2,3.0,1417,5172,2.0,0,0,5,9,1116,301,1901,0,98098,47.2101,-121.7333,1587,4929,468000
4,3.0,2072,3650,1.0,1,3,4,9,1816,256,2018,0,98153,47.3249,-121.47,1924,3779,960000
4,4.0,1946,1507,3.0,0,0,4,5,1790,156,1909,0,98042,47.4074,-121.4397,1955,1912,625000
4,5.0,2173,6040,1.0,0,0,3,9,1733,440,1974,0,98111,47.2925,-122.3722,2385,5124,617000
3,2.0,1682,22331,1.0,0,0,3,7,1120,562,2002,0,98013,47.7606,-121.507,1612,26072,581000
3,3.0,2038,2424,1.5,0,0,2,7,1561,477,1989,0,98184,47.3643,-122.1709,1737,2681,615000
3,3.0,1726,2648,1.0,0,0,4,5,1578,148,2020,1992,98079,47.5606,-121.6272,1850,2038,596000
2,3.0,1076,2449,3.0,0,0,2,8,823,253,2000,0,98118,47.2567,-122.1098,1213,2905,510000
5,5.0,2797,8775,2.0,0,0,3,6,2457,340,1925,1984,98179,47.2538,-122.4324,2252,6620,696000
2,2.0,1235,7036,2.0,0,2,3,7,992,243,1903,0,98178,47.2231,-122.2482,1266,8045,436000
6,5.0,3058,4329,2.0,0,4,3,8,2130,928,1989,0,98052,47.4044,-122.0096,3021,4889,874000
3,2.0,1557,2358,2.0,0,0,5,9,1430,127,2001,0,98161,47.473,-121.6105,1407,2626,588000
2,3.0,1105,5292,1.0,0,0,4,8,700,405,1927,0,98095,47.1075,-122.3792,955,4583,466000
3,4.0,1725,1406,2.0,0,0,4,7,1397,328,1901,0,98153,47.683,-121.5245,1510,1468,646000
5,5.0,2504,5512,2.0,0,1,3,7,1712,792,1965,0,98112,47.4589,-121.3037,2729,6377,741000
4,4.0,2244,9870,1.5,0,0,4,6,1407,837,1915,0,98058,47.21,-121.5541,2276,10685,654000
4,3.0,2019,1806,2.0,0,0,4,7,1618,401,1956,0,98168,47.1471,-121.9315,2408,2136,618000
4,4.0,1549,1442,1.0,0,0,5,5,1239,310,1922,0,98087,47.1442,-121.8182,1390,1605,578000
4,5.0,1970,17388,1.0,0,4,3,11,1739,231,1922,0,98166,47.2804,-122.4926,2330,15035,706000
4,4.0,2338,3013,1.0,0,0,3,7,2099,239,1976,0,98003,47.4495,-122.2489,2352,2386,670000
2,2.0,1211,12195,1.5,0,0,4,5,1079,132,1920,0,98116,47.7022,-121.4212,1040,13161,459000
3,3.0,1626,4345,2.5,0,4,3,7,1242,384,2002,0,98016,47.7321,-122.4739,1397,5022,770000
2,2.0,1596,4318,2.5,0,1,4,7,1361,235,1924,0,98130,47.6826,-121.4142,1665,3391,534000
6,5.0,2686,6979,1.5,0,1,5,7,2231,455,1957,0,98023,47.33,-122.3641,3042,5617,748000
5,4.0,2037,2423,2.0,0,0,3,5,1566,471,1936,0,98098,47.3146,-122.3403,2239,1714,580000
1,1.0,852,5464,2.0,0,4,3,10,715,137,2020,0,98158,47.7912,-122.2896,905,5568,571000
4,5.0,1955,3622,1.0,0,1,3,6,1914,41,1948,0,98010,47.5769,-121.5407,1699,3714,625000
5,5.0,2210,1709,1.0,0,3,4,4,1497,713,1976,0,98065,47.3135,-121.9262,1864,1709,593000
2,2.0,1247,6438,3.0,0,1,4,5,1200,47,1914,0,98022,47.3304,-122.3258,998,5727,500000
3,3.0,1847,3981,2.0,0,1,2,7,1148,699,1927,0,98052,47.4043,-121.6758,1553,3809,657000
5,5.0,2497,4335,3.0,1,0,3,6,1806,691,1966,0,98111,47.5353,-121.3712,2763,5027,983000
1,1.0,992,1867,1.0,0,0,1,5,710,282,1986,0,98184,47.7286,-121.8131,1149,1511,389000
4,5.0,2644,17555,2.0,0,2,4,7,2249,395,1903,0,98161,47.2388,-122.3816,2369,14411,761000
3,4.0,1597,9911,1.0,0,0,3,7,1042,555,1946,0,98080,47.1591,-122.4343,1785,10904,515000
5,4.0,2584,10629,1.0,0,0,3,5,2462,122,1949,0,98158,47.384,-121.545,2273,12969,692000
6,5.0,2747,3849,2.0,0,0,4,6,2559,188,1959,0,98152,47.2718,-121.7487,2471,3480,792000
5,5.0,2246,1232,1.0,0,2,2,7,1933,313,1961,0,98133,47.5032,-121.3928,1998,1552,745000
3,4.0,1525,23443,1.0,0,0,3,6,1195,330,1966,0,98053,47.5895,-121.8433,1252,17221,547000
5,5.0,2356,4680,1.0,0,2,3,7,2293,63,2002,0,98183,47.3175,-122.4251,2068,3609,761000
4,4.0,2208,2700,1.0,0,0,3,5,2059,149,1971,0,98023,47.5798,-122.0156,2096,2635,623000
3,3.0,2405,6860,2.0,0,0,3,5,1923,482,1942,0,98106,47.3402,-121.7104,2314,7780,557000
4,5.0,1885,12503,2.0,0,0,5,7,1660,225,1988,0,98091,47.5445,-122.0381,1741,11534,649000
1,2.0,775,4825,1.0,1,0,4,6,641,134,2017,0,98119,47.5431,-121.3005,780,4983,593000
3,3.0,1681,13669,1.0,0,0,4,5,1404,277,1957,0,98138,47.2947,-122.0135,1599,9803,461000
2,1.0,1419,11689,1.0,0,0,5,7,1039,380,2004,0,98120,47.545,-121.8445,1686,11421,491000
2,2.0,1379,2077,2.0,0,0,3,9,1082,297,1951,0,98161,47.3667,-122.2295,1549,1756,567000
2,1.0,1685,2867,1.0,0,4,3,8,1064,621,1975,0,98093,47.3355,-122.3174,1975,2895,647000
4,4.0,1372,10573,2.0,0,0,3,8,1019,353,1968,0,98062,47.3025,-121.7256,1404,10737,565000
3,4.0,984,1000,1.0,0,1,4,9,864,120,1996,0,98082,47.342,-121.7937,1054,1152,521000
4,3.0,1951,4361,1.0,0,0,4,11,1914,37,1945,0,98155,47.6507,-122.4948,1691,4465,720000
2,3.0,1629,1565,2.5,0,0,3,8,1605,24,1924,0,98007,47.2716,-122.1583,1794,1672,583000
3,4.0,1230,3357,2.0,1,0,3,7,1011,219,1924,0,98100,47.5774,-121.7277,1100,3417,663000
3,3.0,798,3870,1.0,0,1,3,7,672,126,2020,0,98155,47.7304,-121.5253,685,5009,436000
4,3.0,2271,3690,2.5,0,1,3,6,1531,740,1934,0,98074,47.3453,-122.1252,1855,4336,669000
3,3.0,1773,3160,2.0,0,1,4,8,1557,216,1960,0,98138,47.1207,-121.7231,1753,3645,595000
4,4.0,1773,2043,2.5,1,0,3,12,1114,659,1914,0,98057,47.1172,-122.1817,1622,2199,915000
5,5.0,2204,30746,2.0,0,1,5,7,1573,631,2005,0,98030,47.1977,-121.6715,2633,31269,669000
4,5.0,1809,21894,2.0,0,0,3,8,1569,240,1989,0,98003,47.177,-121.6625,1628,19855,665000
2,2.0,1333,1940,3.0,0,0,4,7,965,368,1973,0,98157,47.6237,-122.3437,1528,2271,524000
1,1.0,712,17426,1.0,0,0,5,7,500,212,1987,0,98014,47.3064,-121.7019,660,14181,412000
5,5.0,2648,3570,2.0,0,0,5,7,2470,178,1934,0,98077,47.5568,-122.0997,2912,2577,729000
1,1.0,500,5450,2.0,0,0,2,7,500,0,1928,0,98083,47.1297,-122.2929,532,6098,231000
5,4.0,2243,4672,1.0,0,1,3,7,1402,841,1937,0,98153,47.307,-121.8996,2298,3676,678000
3,4.0,1362,2899,1.0,0,0,3,8,858,504,1968,0,98138,47.2639,-121.9572,1317,3601,513000
5,4.0,2423,10798,1.0,0,0,3,9,1698,725,1923,0,98079,47.2938,-121.5714,2589,12552,721000
4,3.0,1939,5436,2.0,0,0,4,9,1301,638,1918,0,98177,47.2335,-122.3986,1867,5769,599000
6,5.0,3139,3357,2.0,0,1,5,6,2856,283,1945,1980,98038,47.5325,-121.5523,3199,2982,870000
3,2.0,1142,1731,2.0,0,0,3,9,832,310,1948,0,98199,47.5639,-122.3727,1183,1874,588000
4,5.0,2114,2405,1.0,0,0,3,7,1949,165,1943,0,98142,47.2039,-122.251,1917,2372,661000
3,4.0,1868,1322,2.0,1,1,3,6,1251,617,1972,2018,98158,47.6188,-121.8809,1748,1156,782000
3,4.0,2257,4963,3.0,0,0,4,8,1799,458,1925,1992,98040,47.275,-121.9442,1822,6288,637000
4,4.0,1955,1887,1.5,0,0,5,6,1711,244,1924,0,98140,47.298,-121.3134,2230,1504,590000
5,5.0,2597,3974,2.0,0,0,3,5,2235,362,1934,0,98142,47.6802,-121.7926,2863,4578,751000
6,5.0,2359,14707,2.0,0,0,3,7,1983,376,2013,0,98129,47.7308,-122.1071,2060,17355,702000
4,5.0,1382,12829,2.0,0,1,4,8,1340,42,1935,0,98068,47.6773,-121.4198,1306,16307,657000
3,2.0,1953,4789,2.0,0,0,4,6,1350,603,1913,0,98049,47.2034,-122.1253,1891,4931,621000
3,4.0,1698,4584,2.5,0,0,3,7,1354,344,1955,0,98018,47.7995,-122.1715,1586,4680,658000
4,4.0,2454,22113,1.5,0,0,4,8,2340,114,1905,0,98164,47.5705,-121.9068,2747,27689,669000
2,3.0,888,7455,2.5,0,0,5,8,560,328,1931,0,98064,47.4575,-121.4042,968,8802,443000
2,2.0,1456,3781,1.0,0,3,3,9,906,550,1925,0,98096,47.7684,-121.6498,1612,4379,612000
3,4.0,2261,1571,1.0,0,0,3,7,1568,693,1914,0,98028,47.6722,-121.687,2626,1844,661000
3,3.0,1826,6735,1.0,0,0,3,6,1558,268,1948,2018,98160,47.5842,-121.6287,1895,6707,578000
3,4.0,1783,9542,2.0,0,2,3,6,1255,528,1994,0,98025,47.6869,-121.7084,1865,6917,680000
2,3.0,1303,2965,1.5,0,2,3,7,881,422,1955,0,98175,47.3698,-121.5882,1419,2428,515000
1,1.0,500,6204,1.0,0,3,3,8,500,0,1936,0,98148,47.5791,-122.2687,536,6736,442000
1,2.0,1307,3674,1.0,0,0,2,4,1105,202,2001,0,98161,47.2334,-122.2873,1500,3445,329000
6,5.0,2717,4242,3.0,0,3,3,6,1900,817,1952,0,98030,47.7916,-122.0654,3011,4514,834000
3,4.0,1851,1000,2.5,0,0,3,8,1333,518,1957,0,98165,47.5123,-121.4788,1570,1031,682000
3,2.0,1231,4116,2.0,0,0,3,8,1041,190,2000,0,98181,47.67,-121.6427,1442,3965,572000
4,3.0,1746,10673,2.0,0,0,4,8,1708,38,1982,0,98102,47.3851,-121.8202,1874,8974,645000
2,3.0,1731,2966,2.0,0,1,4,8,1506,225,1977,0,98117,47.631,-122.4767,1473,3356,610000
5,5.0,2396,5126,1.5,0,0,3,8,2188,208,1935,0,98106,47.3712,-122.217,2657,6384,717000
4,3.0,2536,2684,3.0,0,0,3,8,1894,642,2000,0,98074,47.513,-121.5358,2392,3119,769000
2,3.0,1277,6557,1.0,0,0,4,7,905,372,1910,0,98069,47.6447,-122.209,1433,5062,518000
3,4.0,1147,4133,1.5,0,0,3,11,897,250,1926,0,98008,47.1815,-121.6237,1356,4227,593000
5,5.0,2768,2318,1.0,0,3,5,7,2554,214,1901,0,98123,47.3498,-122.2784,2497,2784,810000
5,4.0,2323,14272,2.0,0,0,3,6,1818,505,1921,0,98097,47.4815,-121.7724,2655,15051,725000
3,4.0,1910,10333,2.0,0,0,4,6,1793,117,1965,0,98101,47.3338,-121.7461,2119,9958,511000
4,4.0,2108,3029,2.0,0,2,2,8,2099,9,1983,0,98001,47.3164,-121.5976,2252,2637,688000
2,3.0,837,7319,1.0,0,0,4,9,526,311,2007,0,98095,47.2972,-121.974,798,6574,518000
6,5.0,2949,7555,2.0,0,1,4,6,1823,1126,2011,2005,98007,47.2595,-121.7408,2489,6386,776000
2,3.0,1959,8216,1.0,1,2,5,5,1293,666,1916,0,98062,47.6942,-121.9156,1946,6716,828000
5,5.0,2648,1267,1.0,0,3,5,9,1996,652,1903,0,98111,47.7466,-121.3632,2230,1335,893000
4,4.0,2083,10996,1.0,0,3,3,9,1359,724,1913,0,98087,47.5901,-121.8737,2083,11058,824000
4,3.0,2423,3116,2.0,0,0,3,6,2298,125,1906,2012,98186,47.121,-122.2485,2733,3555,603000
3,3.0,1763,3691,1.5,0,0,3,7,1074,689,1978,0,98087,47.6504,-121.6985,2114,3266,599000
2,2.0,1363,40551,2.0,0,0,3,8,990,373,1993,0,98123,47.4724,-121.8418,1198,39598,612000
2,1.0,973,6257,2.0,0,0,3,6,656,317,1915,0,98008,47.6307,-121.5354,859,6934,401000
2,1.0,1370,3608,2.0,0,0,4,9,1332,38,2003,0,98064,47.4061,-122.2877,1540,4611,601000
2,2.0,1611,1000,2.0,0,0,5,5,1398,213,1965,2011,98136,47.1289,-122.1869,1591,909,485000
4,4.0,1849,14940,1.5,0,3,3,5,1784,65,1918,0,98131,47.5772,-121.394,2157,13131,664000
3,4.0,2127,1675,1.5,0,0,3,6,2103,24,1900,1999,98127,47.4109,-121.384,2356,1624,580000
2,3.0,1272,2202,2.0,0,0,3,6,1016,256,1930,0,98186,47.7118,-121.9693,1392,2498,494000
6,5.0,2634,3770,2.0,0,0,4,5,1827,807,2018,0,98127,47.6167,-122.4427,2215,4814,744000
5,5.0,2799,15262,2.5,0,0,3,5,1896,903,1903,0,98160,47.3517,-122.1321,2279,15597,628000
5,5.0,2414,9123,2.5,0,4,5,8,1664,750,1990,0,98116,47.6069,-122.2035,2237,10833,870000
6,5.0,3128,4332,1.0,0,0,4,6,2763,365,1957,0,98196,47.4466,-122.0024,2774,4239,932000
2,3.0,1212,6289,1.0,0,0,4,9,747,465,1955,0,98049,47.2396,-122.1186,1315,4553,481000
3,4.0,1682,3040,2.0,0,0,3,7,1044,638,1952,0,98166,47.3939,-121.5052,1649,3759,579000
4,4.0,2248,5496,1.0,0,0,2,8,1896,352,1988,0,98130,47.2558,-122.4964,2269,4803,708000
4,4.0,2187,5212,1.0,0,0,5,6,1874,313,1985,0,98127,47.1035,-121.7264,2461,4082,633000
2,3.0,701,10668,2.5,0,2,4,6,607,94,1942,0,98137,47.2728,-121.7029,695,13844,418000
4,4.0,1764,10655,1.0,0,0,5,7,1321,443,1973,0,98046,47.2467,-121.7072,1796,9679,551000
2,3.0,1579,7297,3.0,0,0,3,7,1456,123,2013,0,98065,47.103,-121.8753,1795,5706,594000
2,3.0,1260,3678,2.0,0,0,4,8,1025,235,1996,0,98177,47.6487,-121.7667,1225,3262,613000
3,3.0,1543,8897,2.0,0,2,2,8,991,552,1948,0,98157,47.1539,-121.5274,1286,8971,622000
3,3.0,1292,4566,1.0,0,1,4,8,1187,105,2011,0,98090,47.4143,-121.559,1303,3437,616000
3,2.0,1376,2068,1.0,0,0,4,7,1350,26,2007,0,98029,47.3925,-122.4584,1420,1885,458000
2,1.0,693,3559,2.0,0,0,4,9,500,193,1959,0,98033,47.227,-122.4635,696,3920,409000
5,5.0,2470,5259,1.0,0,3,4,7,1869,601,1993,0,98028,47.7768,-121.4933,2231,6571,845000
3,3.0,1520,10180,1.0,0,2,3,12,1208,312,1993,0,98095,47.5226,-121.8103,1352,9554,677000
2,1.0,1010,4244,1.0,0,2,5,8,665,345,1915,0,98083,47.6695,-121.3511,957,4408,495000
5,4.0,2480,1868,1.0,0,2,5,5,2349,131,1972,0,98112,47.4473,-121.9821,2149,2020,742000
6,5.0,3009,5143,1.0,0,0,2,6,2147,862,1980,2018,98154,47.606,-122.2879,3209,3818,816000
5,4.0,3128,5382,2.0,0,0,5,7,2857,271,1998,0,98114,47.7788,-121.9321,3271,4873,957000
4,3.0,1646,5703,1.0,0,3,3,8,1429,217,1959,0,98029,47.3439,-121.9761,1733,6333,601000
4,4.0,2448,10259,1.0,0,3,4,7,2054,394,2013,2010,98139,47.453,-121.8794,2179,11710,739000
3,2.0,1992,11105,2.0,0,0,3,8,1348,644,1946,0,98102,47.4602,-121.5305,1790,10145,711000
2,2.0,1066,3055,3.0,0,0,5,6,734,332,1914,0,98162,47.7944,-121.7133,1189,2151,486000
3,3.0,1761,3002,1.0,0,4,3,6,1090,671,1962,1979,98104,47.2632,-122.2777,1895,2114,524000
3,3.0,1563,2138,1.0,1,0,3,5,1088,475,2011,0,98048,47.5727,-121.6186,1798,2187,714000
3,3.0,1756,8596,2.0,1,3,3,7,1296,460,1927,0,98155,47.1968,-121.7897,1688,8862,738000
4,4.0,2553,15663,3.0,0,0,3,8,2383,170,1919,0,98124,47.749,-121.806,2601,16187,769000
3,3.0,1882,3820,2.0,0,0,4,6,1405,477,1996,0,98168,47.5133,-121.6861,2062,4328,547000
2,2.0,1453,4052,2.0,0,0,3,7,1310,143,1962,0,98159,47.7016,-121.8232,1729,5076,591000
2,2.0,1171,15890,1.0,0,0,4,5,908,263,1932,0,98193,47.7267,-121.951,1400,20563,460000
4,4.0,1655,7365,2.0,0,0,5,5,1513,142,1935,0,98167,47.49,-121.7315,1985,8254,502000
2,3.0,1237,6967,1.0,0,0,4,8,1225,12,1912,0,98111,47.5774,-121.6315,1430,7026,524000
5,5.0,2862,1896,2.0,0,1,4,7,1992,870,1961,0,98024,47.5891,-122.2291,3022,1488,861000
3,3.0,1242,8459,2.0,0,4,3,8,1174,68,1967,0,98196,47.4223,-121.9035,997,7871,600000
3,2.0,1383,2337,3.0,0,0,3,9,1174,209,1922,0,98023,47.4044,-121.9502,1493,2439,628000
3,3.0,1738,1984,1.0,0,0,3,9,1611,127,1971,0,98189,47.2303,-122.4521,1556,2579,632000
4,3.0,1805,3724,1.0,0,0,2,6,1553,252,1912,0,98155,47.3687,-121.4987,1485,2891,503000
3,3.0,1462,3076,2.0,0,0,5,7,1125,337,1987,1977,98016,47.7935,-122.0471,1577,3617,598000
4,4.0,1973,4116,2.0,0,0,3,8,1364,609,1939,0,98173,47.2889,-122.4128,2175,5348,584000
3,2.0,1290,1552,2.0,0,0,5,8,810,480,2009,0,98027,47.6337,-121.9505,1372,1836,513000
3,3.0,1408,10584,1.0,0,0,2,8,1146,262,1929,0,98133,47.1415,-122.3062,1332,12280,448000
5,5.0,2711,12114,1.0,0,0,4,6,2701,10,1993,2017,98187,47.4272,-121.6547,2723,10360,714000
4,4.0,1708,1035,2.0,0,0,3,6,1529,179,1924,0,98035,47.1409,-121.8139,2005,727,574000
4,5.0,1621,10751,1.0,1,1,2,7,1185,436,1996,0,98198,47.4331,-122.1759,1770,8983,722000
5,5.0,2311,2570,2.5,0,0,4,8,2151,160,1972,0,98174,47.1193,-121.3594,2315,3017,715000
5,5.0,2720,9755,2.0,0,3,3,6,2469,251,1925,0,98056,47.5293,-122.1499,2822,7456,809000
4,5.0,2041,4653,2.0,0,3,4,5,1455,586,1923,0,98127,47.5106,-121.834,2390,4084,644000
4,4.0,1961,5029,2.0,1,4,3,8,1188,773,1996,0,98152,47.6585,-121.5381,1878,5218,994000
4,4.0,2113,4238,2.0,0,3,3,6,1368,745,1938,0,98138,47.5083,-121.8833,1776,4441,678000
4,4.0,1576,12961,1.0,0,0,5,6,1499,77,1988,0,98038,47.7482,-121.347,1466,13295,575000
4,5.0,2248,1823,2.5,0,0,3,6,2101,147,2015,0,98198,47.6482,-121.4874,2172,2349,776000
4,4.0,2215,7993,1.0,1,0,4,6,1591,624,2008,0,98176,47.1929,-121.3948,2014,5654,770000
2,3.0,1177,11862,2.0,0,2,3,7,840,337,1978,0,98009,47.2858,-122.0528,1191,11774,543000
5,5.0,2802,8717,1.0,0,3,4,7,2570,232,1960,0,98178,47.1184,-121.842,2583,8740,771000
5,5.0,2162,31564,2.0,0,3,3,4,2108,54,2004,0,98069,47.3703,-121.4918,1819,27650,622000
1,2.0,1238,3219,1.0,0,0,3,5,1129,109,2011,0,98176,47.4567,-121.4158,1084,3267,414000
4,4.0,2146,10571,1.0,0,2,3,6,1807,339,1948,0,98167,47.7622,-121.3668,2505,11670,788000
2,3.0,1199,4515,3.0,0,0,3,8,836,363,1940,0,98005,47.4656,-121.445,1261,4983,468000
3,3.0,1694,13184,1.0,0,0,3,5,1373,321,1969,0,98084,47.6467,-121.6231,1568,9924,505000
4,5.0,2068,4885,2.0,0,2,4,7,1434,634,1919,0,98139,47.2876,-122.4709,1958,5772,728000
2,2.0,1666,3604,3.0,0,0,4,5,1538,128,1943,0,98060,47.2072,-122.1221,1662,4535,451000
4,3.0,1777,13973,1.0,1,4,2,6,1341,436,1915,0,98155,47.6676,-122.3453,1900,10817,791000
4,3.0,1871,3317,2.0,0,0,3,6,1747,124,1920,0,98135,47.2732,-122.3143,1933,3151,554000
3,3.0,2011,1587,1.0,0,3,3,5,1514,497,1914,2019,98188,47.7099,-122.1509,2359,1598,623000
1,1.0,721,3250,1.0,0,0,2,8,670,51,1938,0,98178,47.2189,-122.4103,757,2538,372000
3,3.0,1970,8064,1.5,0,2,3,7,1445,525,1941,0,98067,47.6961,-122.2084,2294,8080,659000
4,3.0,2610,14967,3.0,0,2,2,9,2025,585,1960,1999,98069,47.641,-121.3516,2094,12335,836000
6,5.0,2779,5372,1.0,0,3,5,5,2352,427,1903,0,98183,47.5279,-122.1257,3213,6775,785000
4,4.0,2304,14109,2.0,0,0,4,6,1447,857,1923,0,98077,47.6952,-122.3083,2508,13673,654000
3,2.0,1354,1658,2.0,0,3,2,6,1326,28,1902,0,98144,47.3315,-121.638,1176,2150,429000
4,3.0,2326,3447,2.5,0,0,2,8,1929,397,2013,0,98118,47.2162,-121.5058,2106,2509,762000
3,3.0,1760,3902,1.0,0,0,4,6,1414,346,1900,0,98012,47.2099,-122.1232,1790,3030,472000
4,4.0,2242,4484,2.0,1,0,3,7,2098,144,1993,0,98027,47.2893,-122.1658,1906,4331,814000
2,2.0,1106,5257,2.0,0,2,4,6,1047,59,1912,0,98161,47.4124,-122.2099,1232,6438,478000
4,3.0,1602,8542,2.0,0,0,5,5,1296,306,1953,0,98085,47.7132,-122.0281,1789,8825,525000
3,2.0,1851,3443,3.0,0,2,3,10,1797,54,1981,0,98108,47.1627,-122.3953,1704,3923,722000
6,5.0,2281,5493,2.5,0,1,3,7,1428,853,1939,1978,98055,47.7407,-121.697,1889,5241,775000
3,3.0,1605,4741,1.0,0,0,4,8,1036,569,1910,0,98052,47.7478,-121.5133,1919,3434,589000
4,3.0,2382,2343,2.0,0,3,5,8,1998,384,1941,2001,98037,47.6091,-121.7036,2144,2551,782000
5,5.0,2558,4488,1.5,0,0,3,7,1897,661,1992,0,98113,47.7302,-121.9946,2116,4849,730000
2,1.0,1885,4381,1.0,0,3,4,5,1481,404,1903,0,98120,47.639,-122.1532,1757,3254,592000
5,4.0,2808,4307,2.0,0,0,3,8,2053,755,1924,0,98015,47.4698,-122.0087,3335,3456,789000
4,4.0,1904,5041,1.5,0,0,3,6,1451,453,1999,0,98084,47.5205,-121.9914,2127,4969,586000
2,2.0,1308,5221,1.5,0,0,4,7,1215,93,1935,0,98083,47.5398,-121.7008,1298,5054,521000
3,4.0,1686,3478,3.0,0,0,5,7,1412,274,1963,0,98065,47.1888,-121.3863,1555,4005,651000
4,5.0,1625,13605,1.0,0,0,4,8,1623,2,1943,0,98196,47.2351,-122.4153,1575,12686,584000
2,2.0,1018,1928,3.0,0,0,4,8,931,87,1939,0,98003,47.4664,-121.356,821,2117,487000
3,3.0,1532,2761,2.0,0,0,3,8,1087,445,1991,0,98105,47.1807,-121.4078,1666,3100,511000
3,3.0,1089,45432,2.0,0,0,3,6,769,320,1944,0,98133,47.7755,-122.3587,915,49385,484000
4,4.0,2114,2142,2.5,0,0,3,7,1552,562,1907,0,98137,47.455,-122.2797,2130,2266,631000
1,1.0,825,1664,1.5,0,2,3,5,773,52,1984,0,98129,47.3661,-122.1261,847,1969,340000
5,5.0,1998,8845,1.5,0,0,4,8,1221,777,1934,0,98030,47.2103,-121.8284,1600,9679,667000
6,5.0,3021,1000,1.5,0,3,3,10,2091,930,1943,0,98071,47.3916,-122.3386,3601,1201,946000
6,5.0,3115,4072,1.5,1,0,4,6,2997,118,1917,0,98148,47.3117,-122.2596,2868,4406,964000
4,4.0,2168,27355,3.0,0,1,4,5,1856,312,1946,0,98093,47.1615,-121.4168,1801,21758,605000
2,1.0,1203,1428,2.5,0,1,3,7,831,372,1924,0,98027,47.7769,-122.3688,1374,1265,559000
4,4.0,2277,1007,1.0,0,0,3,9,1566,711,2009,0,98063,47.2855,-122.0213,1960,905,640000
1,1.0,1104,1481,1.0,0,1,4,7,1043,61,1940,0,98081,47.5833,-121.5844,894,1120,401000
1,2.0,992,10084,1.5,0,0,5,5,950,42,1904,0,98031,47.1639,-121.4337,990,11248,359000
3,4.0,1453,12086,1.0,0,3,4,11,1021,432,1963,0,98147,47.7392,-122.0967,1238,12776,789000
3,3.0,1783,3261,2.0,0,2,2,8,1370,413,1961,0,98114,47.5135,-122.3027,2127,3437,653000
4,4.0,2459,8489,1.0,0,0,1,6,2296,163,2010,0,98102,47.5598,-121.6156,1977,8380,680000
4,5.0,1921,14946,2.0,0,2,3,9,1745,176,1971,0,98093,47.6472,-121.5729,1576,15333,713000
3,3.0,2329,20535,1.0,0,0,3,7,2156,173,1986,0,98190,47.5241,-121.324,2639,14474,583000
3,4.0,1542,4036,1.0,1,0,4,7,1245,297,1902,0,98135,47.1496,-122.3325,1381,3058,644000
6,5.0,2910,1000,2.0,0,0,4,7,2807,103,2007,0,98165,47.4007,-121.6487,3389,1110,847000
3,2.0,1498,2549,2.0,0,2,3,9,1094,404,1936,2003,98071,47.2834,-121.9992,1385,2184,531000
3,4.0,1767,3493,3.0,0,2,3,8,1171,596,1994,0,98086,47.4407,-121.4024,1463,2671,650000
2,2.0,777,3995,2.5,0,2,3,5,686,91,1992,0,98136,47.383,-122.0106,625,3584,351000
4,4.0,1936,4229,1.5,0,0,5,10,1579,357,1940,0,98185,47.6786,-121.9648,1768,3606,701000
4,4.0,1772,12029,1.0,0,0,3,6,1669,103,1919,0,98028,47.2729,-122.3478,1753,8632,576000
2,2.0,1341,13623,2.5,0,1,4,8,848,493,1966,0,98082,47.2409,-122.1149,1073,12892,514000
2,1.0,1598,4284,3.0,0,0,3,8,1498,100,1986,0,98095,47.7707,-122.019,1650,3068,649000
4,5.0,2294,11835,2.5,0,0,4,6,1646,648,1939,0,98017,47.7647,-122.479,2141,8287,695000
4,5.0,1389,6543,1.0,0,0,3,6,1197,192,1984,0,98139,47.7954,-121.9749,1328,7691,625000
3,2.0,2313,5175,3.0,0,0,3,9,1425,888,1976,0,98143,47.4979,-122.0964,2092,4600,743000
6,5.0,2989,10150,1.0,0,0,4,7,2522,467,1907,0,98158,47.1792,-121.5354,3024,10562,743000
2,2.0,1067,5207,2.0,0,1,3,8,946,121,1904,0,98095,47.7161,-122.3715,952,4575,512000
3,3.0,1747,25495,3.0,0,0,3,7,1306,441,1924,0,98121,47.2016,-121.5877,1492,32073,497000
5,5.0,2553,1555,1.0,1,0,3,8,1752,801,1938,0,98006,47.2089,-121.6432,2952,1769,875000
3,4.0,1500,3255,3.0,0,0,3,7,1223,277,1936,2015,98012,47.2354,-122.2099,1434,2999,594000
